feature0,Survived
0.5371035831770329,1
0.23875409153853264,0
0.22818448015449375,1
0.9690167671988633,1
0.205782440393782,0
-0.1976633228428263,0
-0.5170721834531739,0
0.18779701576282004,1
-0.44993690969240463,0
-0.5335593579951123,0
-0.5442945601679969,0
-0.5552399519891227,1
0.36122499362335103,0
-0.4596698823890513,0
-0.5433012924537864,1
-0.5320365732975237,0
-0.18069128581473715,1
0.23900677150984867,1
0.9000793863319188,1
1.2128545788262226,1
-0.1274125685184329,0
0.20624504765578971,0
-0.5337741096099069,0
0.06287496402645526,0
-0.3875875311929764,0
1.1281619796595879,0
0.2686528224488212,1
1.166691379125833,1
0.21341919124482198,1
-0.4999958113986745,1
-0.5790302997196726,0
0.654827307111338,1
-0.5927500214371052,0
0.40172094257093416,1
1.0246888875943594,1
0.9943046872479672,1
-0.1800891371746167,0
0.8917722547745633,1
1.1194570007461715,1
1.1313408161236738,1
0.5430929235490558,0
-0.5239664922102913,0
-0.28251333838911524,0
0.19651983797155279,1
0.5413141408477833,1
-0.21608303733236672,0
0.9506709647586657,1
1.0435426258631184,1
-0.5494838869295167,0
-0.5098402848197987,0
0.5714731886944856,1
0.5656551383068732,1
-0.537641442668342,0
0.9908075854030617,1
-0.5182492719573899,0
0.6438489138300147,1
0.20665398631245144,1
1.2414377078130752,1
0.2287344502441328,1
0.2821774145603396,0
0.19456303173114264,0
-0.5349216867381087,0
0.7958189949269092,1
-0.509664189014589,0
0.31004916639503755,0
1.0694448100610052,1
-0.5432802207437989,1
0.14177997014538443,0
-0.1656648164399517,1
1.1397595830496512,1
-0.17187816290976152,0
-0.20453420251370721,0
-0.1650295959902664,0
0.5685708701195065,1
0.491803134208089,1
0.19011925368577978,1
-0.5514204908034345,1
-0.48353561508890597,0
-0.5667470986529031,0
0.2594424050632168,0
-0.3711852877510487,0
-0.4999485315012962,0
-0.41192726768935994,0
-0.5365015268201687,0
0.9712163317309394,1
0.557369088302616,0
0.2675284449773253,1
0.2640114959659343,1
-0.5038123221553951,0
-0.25063812860337703,0
0.36977862557064717,0
-0.5723435764704285,0
-0.5070287487431671,0
-0.5400187977711727,0
1.0423230902155671,1
0.3394052453635728,1
0.3284841917543721,1
1.0958661425602227,1
0.2858485417610273,1
-0.5177534547283543,0
-0.47552903941248004,0
0.13291750551436288,0
0.1944290913378663,0
0.8346521146944265,1
0.15948317320286085,1
0.461003846783739,0
-0.3602974462349211,0
-0.5044040084749775,0
0.9418882060779807,1
0.3513074112289288,1
-0.6250695618127983,0
0.897068290649355,1
-0.5358500097384379,0
-0.25248199983809055,0
-0.5074700833669599,0
0.5451553057428381,1
-0.5104293687671434,0
0.5085771729083709,1
0.43476137866856585,1
-0.5248508092152431,1
-0.481667106332478,0
1.0024307179981857,1
0.13912152872886252,1
-0.5269979172089837,0
0.185054944508331,0
-0.2067585233737387,0
-0.19282863598898878,0
0.5226097206439253,1
-0.6093438698481174,1
-0.475135531174892,0
0.17837027217843177,0
-0.5936698909577398,0
0.2205177421082391,0
-0.19314364624580554,0
-0.5364990761312832,0
-0.21268986206350385,1
-0.46967059525213584,0
0.18629728483938152,0
-0.5376494015434433,0
-0.4952286399548558,0
1.052018821832817,1
-0.16214320777871621,0
-0.6202124780459437,1
0.22093000757369938,0
0.5477881238085298,1
0.5379337959172898,1
-0.20434981731146223,0
0.2130091846432781,0
-0.42319321893243866,0
-0.49651043980638515,0
-0.5211118613889011,0
0.23830376775985457,0
-0.5479694487185693,0
-0.5832507217963147,0
0.5754216263610963,1
0.52631672491217,1
-0.4758030518969841,0
-0.5486264566511364,1
0.29970384313623777,1
0.15955907295015664,1
0.4175585316479659,1
-0.5948636864223039,0
0.17432644663556343,0
1.1642686487509721,1
0.15334368976805626,0
0.5330744261805945,1
0.4364295141956772,0
-0.28176607229195144,0
0.4522184038416075,1
-0.4961409007316783,0
-0.5238843781748577,0
0.539634253867799,1
-0.5463383407683347,1
0.38540168794932067,1
0.5474432726694684,1
0.10791050718287153,1
0.3777964897439214,1
0.2982389163691522,1
-0.29664852622774035,0
-0.5401714318971232,0
0.4130229679789523,0
0.37367145655605394,1
-0.5687388529339632,0
-0.4241579840029812,1
0.15399704641104714,0
0.9773911862940852,1
0.4144535681966495,1
-0.5040227113952694,0
0.19700990642734778,1
-0.5371222344657407,0
0.1718385070565695,0
-0.1769737402312872,0
-0.5623893878472256,0
-0.5816778021976129,0
-0.15491662089568528,0
0.10805157705903265,0
-0.500381612000592,0
0.37909577935573796,1
-0.4902680633583131,0
-0.4703359157238976,0
0.4316486388777947,1
0.61685770151405,1
0.15454509421127227,0
0.4605069063413983,0
-0.2202966554838814,0
-0.48328869983004463,0
-0.5229218108230405,0
0.2540892333616255,1
-0.5016542155807326,0
-0.16294259278775466,0
-0.5726272783645845,0
0.1584507362744428,1
0.49785966450833496,1
0.19099947581548024,0
1.0003264413909652,1
0.4427709499042124,0
-0.5722655262832113,0
-0.5426966891240933,1
-0.5381597420381821,0
-0.6194008184919109,0
0.27382004229015694,0
0.14467179974203273,0
-0.5731664083099998,0
-0.4013286641078832,0
0.9945195048925441,1
-0.5853601836995658,0
1.140810963875428,0
-0.5448862074944164,0
-0.46834677475629577,0
0.26331341648947304,0
0.2709245287658968,0
0.18333507518043984,0
1.1090954349312987,1
0.27961912759955965,0
0.545179935896591,1
0.16194954690127691,1
-0.5691413689003377,0
-0.3986763839627818,1
-0.4793714049151007,1
-0.6156759537010422,0
0.04156164490181809,1
0.8317995332984921,1
-0.49459007028269614,0
0.07664793526290967,0
0.4523803014481773,1
-0.5080724240009628,0
0.5880111700419888,1
-0.5287650427400562,0
1.090956251554393,1
-0.5442818633042622,0
-0.36990779493204706,0
1.2538665219943808,1
-0.38024337899976174,0
-0.47210876004102936,0
0.3978018486756008,1
0.23698980080465668,0
-0.5008233906854623,0
-0.1835432744825807,0
0.5377561474997606,1
-0.3959695038757932,0
-0.3584434133977462,0
0.3538991371230129,1
